text,sentiment,Content_Parsed
"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",neutral,set business hours 8am - 6pm rush job still consider norm
  YOU MAKIN` ME ****,neutral, makin` ****
I love my hair blowin in the wind,positive, love hair blowin wind
Just reached my Cellgroup leader`s house and he is surprised that I`m dry. Haha.  - http://tweet.sg,negative, reach cellgroup leader` house surprise ` dry haha - http//tweetsg
"Awww kanye west, its such a shame he doesnt get the joke",negative,awww kanye west shame doesnt get joke
  **** right!,positive, **** right
 'stunningly beautiful' and 'new piece' don`t usually go together. Wish I could go,neutral, tunningly beautiful' 'new piece' ` usually go together wish could go
" Haha ya, my friend and I are totally having a kick off party for the occasion!!",positive, haha ya friend totally kick party occasion
 i need a hug i dnt feel so good,positive, need hug dnt feel good
"just finished the exam. I did ok, I guess.",neutral, finish exam ok guess
does anyone know any good rap songs? i need to make a rap/fun cd and i have no idea  helllllpppp,positive, anyone know good rap songs need make rap/fun cd idea helllllpppp
  Thank you and Happy Mothers Day to your Mother also SNL tonight,positive, thank happy mother day mother also snl tonight
" EH! u dont like retro? tisk tisk, what u been upto? ...apart from waxing ur 'mustache' lol",neutral, eh u dont like retro tisk tisk u upto apart wax ur 'mustache' lol
 awhhh It was so nice to see you.,positive, awhhh nice see 
 yes! My co-workers don`t go to bars with me,neutral, yes co-workers ` go bar 
"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",negative,get totally lose pay taxi get back suppose yeah something like lol
 =o YOU SAW FLEETWOOD MAC! I`m insanely jealous. I don`t have enough money to buy tickets.  I think I`ll never see them. =(,negative, = saw fleetwood mac ` insanely jealous ` enough money buy ticket think ` never see =(
My children have promised me birthday brekkie in bed. There`s a problem with that in that there`s bugger all food in the house,negative, children promise birthday brekkie bed ` problem ` bugger food house
up late last night  .... Oracle from 8 to 4:30,neutral, late last night oracle 8 430
 glad you liked the quote (Integrity...) - it was in one of my more productive moments,positive, glad like quote (integrity) - one productive moments
 I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,neutral, ` go turn tribbles ` need track devices #hhrs
bought beer today,neutral,buy beer today
ahhhhh **** it..... none of my friends want to see it... and they don`t wanna chill tonight... so its just me myself and i,negative,ahhhhh **** none friends want see ` wanna chill tonight 
 say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell `Em LIVE live > http://ustre.am/2UhS),neutral, say hi nikki pleaseeeeeelol (soulja boy tell `em live live > http//ustream/2uhs)
i just woke up and remembered theres no school!!! life is good  xxxxxx,positive, wake remember theres school life good xxxxxx
Here  dude we got here n a table readyyy fo us,neutral, dude get n table readyyy fo us
" your mom, actually",neutral, mom actually
" Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",negative, try az brooke omg cant even outside less minute get neck burn
I`m feeling pretty energized & ready to face the day w/only about 3 hours of sleep. Hope it lasts all day.,positive,` feel pretty energize & ready face day w/ 3 hours sleep hope last day
Snoops uncle who was the COOLEST dancer EVER!!!!!!  http://twitpic.com/4wfqn,positive,snoop uncle coolest dancer ever http//twitpiccom/4wfqn
http://twitpic.com/4w6lf - BBQ time again.,neutral,http//twitpiccom/4w6lf - bbq time 
"Ok, ahhh! Last chance to go into school before chemistry exam!!",neutral,ok ahhh last chance go school chemistry exam
 please wear glasses in your next video!  you look amazing in them.,positive, please wear glass next video look amaze 
"I can`t wait till it`s Sunday, a new episode of Supernatural but then there are only 6 episodes left now",neutral, ` wait till ` sunday new episode supernatural 6 episodes leave 
"aww, anyone see hollie steel on BGT tonight? wharra shame",negative,aww anyone see hollie steel bgt tonight wharra shame
 I realised when I got home that I left mine in your fridge - you`re welcome to have it if you like.,positive, realise get home leave mine fridge - ` welcome like
And now im all hungry and thirsty. and too afraid to go downstairs...,negative, im hungry thirsty afraid go downstairs
" ohhh. i didn`t log on there, pity me. was it great?",negative, ohhh ` log pity great
Had a little romantic date with suzy in uptown,neutral, little romantic date suzy uptown
Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn`t *&@#ing care to fully support UnixODBC.,negative,forgive good lord time /knew/ wat except mighty oracle ` *&@#ing care fully support unixodbc
 Oops! I got taken ...,negative, oops get take 
 I am also very tired,negative, also tire
 went to wingstop without me,neutral, go wingstop without 
Goodmorning World,positive,goodmorning world
Happy Monday everyone! Loving the new arrangement in my family room,positive,happy monday everyone love new arrangement family room
On the way to have Griffin`s staples removed from his head!  Should be fun,positive, way griffin` staple remove head fun
like the sound of a tweet,neutral,like sound tweet
paris 2moro!! i have to pack...ill wake up at 8  yes: dance lesson at 9 !!,neutral,paris 2moro packill wake 8 yes dance lesson 9 
 automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,neutral, automate ****-downloader would know **** like youporn new recommendation feature
pulled from interesting meeting to an urgent support request,positive,pull interest meet urgent support request
_wx Did you see the color of the sky and how it looks in Philly??  It is yellowish/orangeish/brownish looks scary!!  lol,negative,_wx see color sky look philly yellowish/orangeish/brownish look scary lol
" I know, twitter is depressing me tonight",negative, know twitter depress tonight
 So am I.,neutral, 
oh! i think i didnt do well on my photo editing for Db!  sorry :|,negative,oh think didnt well photo edit db sorry |
 like almost above my sholders,neutral, like almost sholders
 nope not really only a sweatshirt.  oh and these really really awesome doughnuts haha,positive, nope really sweatshirt oh really really awesome doughnuts haha
" Aaron and I are playing a gig at the Life Aquatic party outside of Austin, so I think we`ll have to mis the TT Bday party, sadly",negative, aaron play gig life aquatic party outside austin think ` mis tt bday party sadly
headache  wanna see my Julie,negative,headache wanna see julie
"it`s `s birthday today, wish her a good one assholes! Sleepytime",negative,` ` birthday today wish good one assholes sleepytime
is hittin` the ole dusty trail w/ Miss Morgan.,neutral, hittin` ole dusty trail w/ miss morgan
" Actually, by the time i get there, the train would have arrived...",neutral, actually time get train would arrive
With Aubrey at pearl!!!,neutral, aubrey pearl
"Oops, they don`t open until 9am",negative,oops ` open 9am
 and it never arrived. have to wait until Monday now,negative, never arrive wait monday 
home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,positive,home dont know im tmrw besides whole mommys day thing feel awesome night guy
Justin is too funny on SNL... Ciara finna perform,positive,justin funny snl ciara finna perform
 Same here - coffee is the lifeline to all things good,positive, - coffee lifeline things good
Nursing sore back today,negative,nurse sore back today
 ****. I always forget you are on here,negative, **** always forget 
Been working on my freakin` computer trying to save stuff on a harddrive and it seems I failed miserably.,negative, work freakin` computer try save stuff harddrive seem fail miserably
Still awake can`t fall asleep I`m not one bit sleepy,negative,still awake ` fall asleep ` one bite sleepy
" aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",positive, aaaau thank gi really really love uthanks really great friendand forgiveme leave sometime 
 morning!!!! happy #juddday,positive, morning happy #juddday
miss your smile,negative,miss smile
"  No, but apparently a distant relative died in east africa, leaving me as his only heir. Once I send 5K I should have 250k",neutral, apparently distant relative die east africa leave heir send 5k 250k
Suffering from  Hemorrhoids.,negative,suffer hemorrhoids
Happy Mother`s Day! She liked the poem.,positive,happy mother` day like poem
Golden Girls marathon about to end  #lofnotc,neutral,golden girls marathon end #lofnotc
Happy Mothers Day!!,positive,happy mother day
" Wow Christa, that`s incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!",positive, wow christa ` incredibly sweeeet want one 2 get sec check app merch asst rule lol
 that`s depressing,negative, ` depress
"is going to have a relaxing, hot bath  goodnight for now then twits, & dont worry andy i love you more than twitter hehe",positive, go relax hot bath goodnight twit & dont worry andy love twitter hehe
" Rest is important, but like everything else don`t over do it.",positive, rest important like everything else ` 
"Umm after schooL , at subway w. My mom ; nothing to do planss are ruined",negative,umm school subway w mom nothing plan ruin
 Your Steve Chai sounds awesome. *wishes she had one now* But I`m stuck with: Idon`tknowwhatdamnbrandcoffeethisis,positive, steve chai sound awesome *wishes one * ` stick idon`tknowwhatdamnbrandcoffeethisis
" it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",neutral, involve post thoughts read others mrbean get new number btw txts back 
 I wanted to see it until I saw that it was PG 13. That totally bummed me out.,negative, want see saw pg 13 totally bum 
Get into me not going. lol at least I didnt get my hopes up,negative,get go lol least didnt get hop 
photo session + mother-daughters bonding session = happy me,positive,photo session + mother-daughters bond session = happy 
Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,positive, awesome weekend awesome turn rummage sales friday saturday
 nope - just playing with one  i think i`m going to wait for the next iphone,neutral, nope - play one think ` go wait next iphone
" pheasant dreams, kaotic ones",negative, pheasant dream kaotic ones
MY CAR IS ALMOST DEFINATELY GOING TO BE WRITTEN OFF! THE GARAGE RANG AND SAID THE WORK WILL COST 3K AND ITS UP TO THE INSURANCE CO,neutral, car almost definately go write garage ring say work cost 3k insurance co
 Then what about Domina Sun Girl? I think that fits better.,positive, domina sun girl think fit better
Really tired JAKe always gives me more work,negative,really tire jake always give work
 That wouldn`t have happened if Ravit hadn`t asked me. I met her thru a Twitter friend in CT. Love social media that way.,positive, ` happen ravit ` ask meet thru twitter friend ct love social media way
 Time for me to seek out some coffee for my own caffein love affair too!! Mmmmm... Sweet been of hyper-goodness!!,positive, time seek coffee caffein love affair mmmmm sweet hyper-goodness
"Handed out evaluation forms to my marketing 1 tutees today, one filled out that I was `aloof & condescending`! The rest love me though",positive,hand evaluation form market 1 tutees today one fill `aloof & condescending` rest love though
 The thought of splitting the estate is depressing of course! (KIDDING!) I don`t like the thought of my parents dying,neutral, think split estate depress course (kidding) ` like think parent die
in faa thaa night  movie night?,neutral, faa thaa night movie night
 My condolences.,positive, condolences
I`m excited for the things for Jay`s room to arrive,positive,` excite things jay` room arrive
Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral,assembling/ figure new alarm daddy give - sooo loud think blow ear drum
"Great, just great. #Cookoutofthecentury and my wife`s tummy hurts. Just. Great.",negative,great great #cookoutofthecentury wife` tummy hurt great
 LOL too bad he`s taken!!!!!!!,negative, lol bad ` take
"yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet",neutral,yeahh uhhh sure ` feel new jonas songs yet
 thats because im getting a new phone since my other phone dont work at all,neutral, thats im get new phone since phone dont work 
 Ahhh so Jealous!  Have a nice time and I`ll see you when you get back x,neutral, ahhh jealous nice time ` see get back x
 yer  i hope the competition doesnt end before i post my video! lol but there are some really good singers who entered.....,positive, yer hope competition doesnt end post video lol really good singers enter
I actually got a bit of a tan today haha sadly will be working all weekend won`t get a chance to enjoy the glorious sunrays boo,neutral, actually get bite tan today haha sadly work weekend ` get chance enjoy glorious sunrays boo
Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,negative,lossing power house alone fucckinggg cool party cakss
Oh how i love my family.,positive,oh love family
SATS  what the its just around the corner.,neutral,sats around corner
what am i gonna watch after BGT  bad times,negative, gonna watch bgt bad time
 is a no show for lunch. Eating solo at noodles,negative, show lunch eat solo noodles
  Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?,negative, able see clips/episodes c4 website america languish read news stories 
*sad face* project-m keeps crashing my itunes,negative,*sad face* project- keep crash itunes
i can`t wait. 2 more days till happiness.,positive, ` wait 2 days till happiness
enjoying my new car,positive,enjoy new car
"  hey!, which song was that? I would like to listen to it",positive, hey song would like listen 
... lunch is no fun when you have nothing to eat.,negative, lunch fun nothing eat
" she interviewed us on books. I was gonna say something, but she was all 'Wait, I have something to say!'",neutral, interview us book gonna say something 'wait something say'
loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,positive,love john mayer` update model hot sun sweaty jk seriously
ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,neutral,ipod touch worth money ` think buy one ipod dead since morning
happy almost mother`s day,positive,happy almost mother` day
A little irked at the moment,negative, little irk moment
Awww that poor little girl on BGT,negative,awww poor little girl bgt
It`s supposed to be even hotter today than yesterday.  Wearing shorts to work.,neutral,` suppose even hotter today yesterday wear short work
"Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy.    I`m sad",negative, crazy night lose key walk home miss papi` call swizzy ` sad
av ad a realy gd day wiv Ciara Connolly at  park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm,positive,av ad realy gd day wiv ciara connolly park gate west kirby new brighton fukin funny bt sunburnt luks like drivers arm
"...celebrated by spilling half my soup. Hello, 40 calorie lunch.    Can it be the weekend now, please?",neutral,celebrate spill half soup hello 40 calorie lunch weekend please
 http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,negative, http//twitpiccom/4j585 - guess need get iphone sure look bad ****
"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.",positive, didnt krystal spend night last nighti dnt think post ya laugh lot squirrel & house new inside joke
I want to wish HAPPY MOTHER`S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM`S DAY TO YOU TWO!,positive, want wish happy mother` day two favorite moms world mom course sister happy mom` day two
" it shocked D & I, too!  Puts things in a whole new, empowering, light... now doesn`****?",negative, shock & put things whole new empower light `****
  youre not supposed to...,neutral, youre suppose 
gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),neutral,gooooodnight fully give english pride prejudice love movie hate book )
UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,neutral, awesome everyone go see stupid theatre ` show pixar short film
"and egg whites, with 7 grain toast. YUP!",neutral, egg white 7 grain toast yup
Time to turn the phone off and get a full nights sleep,neutral,time turn phone get full nights sleep
I truly praise God for my mom-the greatest mother in the world  Happy mother`s day to all of the mothers reading this. Enjoy your day!,positive, truly praise god mom- greatest mother world happy mother` day mother read enjoy day
 im glad  i dont have to go out...,positive, im glad dont go 
"_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)",neutral,_fred6 awww / guess ` good bad move option guess mhm hehe ) ( time)
"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",neutral,enjoy pathetic tiny music collection rearrange room still little tire shorten grass one frog
I love my daddy. Dad`s are so under appreciated by their daughters these days ... Not mine.,positive, love daddy dad` appreciate daughters days mine
" no, im a people pleaser",neutral, im people pleaser
"  Good eatin.   Hey, follow my son .  He`s on now",positive, good eatin hey follow son ` 
" I`m hearing lots of good things about the new Trek movie. I`ll see if my Dad, 'a fellow Treky', would like to see it",positive, ` hear lot good things new trek movie ` see dad ' fellow treky' would like see 
 lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!,positive, lol ` know dont need plant ` give hug instead hug
 I wish I could...but I`m @ work when she`s on...,positive, wish couldbut ` @ work ` 
"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8",positive, polly scattergood` new single today download please ` touch ep itunes ` ace http//trim/kpk8
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",negative,jonas demi miss / niiick soul asasgdygyasdgy 
 tell pete he looks sexy with a beard.,positive, tell pete look sexy beard
yay new computer to fiddle about with,neutral,yay new computer fiddle 
 I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,negative, double cheeseburger fry golden archesi sicker dog tomorrow
 hahha I don`t do drugs though,neutral, hahha ` drug though
happy mother`s day to all your mom`s,positive,happy mother` day mom`
Manchester was wayyyyy to busy!  so warm today also! :`(,negative,manchester wayyyyy busy warm today also `(
Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected,negative,think ' girlfriend' need douchebag right ` mood feel neglect
my baby man is 4 years old a week today  he`s growing up too fast.....,neutral, baby man 4 years old week today ` grow fast
 oh that was said perez,neutral, oh say perez
"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",neutral, windows 7 users tip make default install take 15gb know would big srsly
 I know  I think I`m like dieing!,negative, know think ` like die
"You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don`t do this",neutral, need remember data customer enter previous page use back button many ` 
back from sql. finals tomorrow...new video today,neutral,back sql finals tomorrownew video today
"its a beautiful,albeit, windy at times, night in So No....",positive, beautifulalbeit windy time night 
"Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88",neutral,justin timberlake easily become reiki master http//tinyurlcom/reiki88
going out  I can`t do this **** anymore :`(,negative,go ` **** anymore `(
_ i`m in bed sick atm-been sick since yesterday   hru hun?,negative,_ ` bed sick atm- sick since yesterday hru hun
I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,negative, ` **** concentrate **** heat cooler ` job
_M Make one with something about the Charger?,neutral,_m make one something charger
workout stunk...no headphones.,neutral,workout stunkno headphones
 ur funny  gnight,positive, ur funny gnight
does anyone know how to move google chrome passwords to firefox?,neutral, anyone know move google chrome passwords firefox
Just had lunch w/  at Jason`s Deli... then stepped in dog poo,neutral, lunch w/ jason` deli step dog poo
 probably...why not!,neutral, probablywhy 
At the Grove for `Drag Me to Hell.` I hope that it doesn`t suck.,positive, grove `drag hell` hope ` suck
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,positive, nice dinner hubby way home 45 min drive city *sigh*
 when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,positive, poor live germany favourite cheap saturday one 20min away
" Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",positive, years ago brother saw bruce walk sidewalk sanibel use live pine great place
off to work... off at 10:30....lammmeeee,negative, work 1030lammmeeee
 Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,neutral, thats golf buggy lol ` australia zoo buggy staff use get around give certain patrons life
11:10pm on a Saturday... you know what that means! BEDTIME!,neutral,1110pm saturday know mean bedtime
"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP",negative, figure quote wildly optimistic stuff science fiction bite disapointed ciber sabip
from seeing all my koreans buisnesses failing.,negative, see koreans buisnesses fail
 I`m glad you`ve been having fun babe,positive, ` glad ` fun babe
thank/ u guys so so much for helping me out on the followers thing! but im probably not gonna win cause i dont have 100 followers yet!,positive,thank/ u guy much help followers thing im probably gonna win cause dont 100 followers yet
Got to reconnect with some dear friends tonight.  I am so lucky to have so many great people in my life.  I am blessed,positive,get reconnect dear friends tonight lucky many great people life bless
Was talking to Vincent  Miss him so baadly.,negative, talk vincent miss baadly
is getting the kids ready for school before deciding the workout du jour,neutral, get kid ready school decide workout du jour
is very worried about sam  and wants to know he okay!,negative, worry sam want know okay
"the day after.... I`m not sick but a little tierd...a bit to much to drink, but I had fun!",neutral, day ` sick little tierda bite much drink fun
 OK. Happy to hear that you are feeling fine,positive, ok happy hear feel fine
_harris  There were way more than two! Ten hours of real-ale takes it out of you,neutral,_harris way two ten hours real-ale take 
ugh... hangover. sign that i`m getting old,negative,ugh hangover sign ` get old
" BTW: Does it offend you, yeah? - We are rockstars. Pretty ok.",positive, btw offend yeah - rockstars pretty ok
Hey cool: http://oproer.com/twwwitter/,neutral,hey cool http//oproercom/twwwitter/
About to hit the hay. (who came up with that?) goodnight world and all those who inhabit it,positive, hit hay ( come ) goodnight world inhabit 
Happy nurses week! It`s our first one as rn`s,positive,happy nurse week ` first one rn`
Still hating the whole Twitter replies thing. I feel like I`m missing bits.  #fixreplies,negative,still hat whole twitter reply thing feel like ` miss bits #fixreplies
American trade journalists ask PRs `how are you` almost 100% of the time; UK journalists? Erm...not so much   How come?,neutral,american trade journalists ask prs ` ` almost 100% time uk journalists ermnot much come
"  I know! they were running out though, Soph had to get a massive one...",positive, know run though soph get massive one
5-4-09 what do you think ill be doing tonight,neutral,5-4-09 think ill tonight
sick of having constant bad dreams  grr,negative,sick constant bad dream grr
I need people to shoot so I can work on my new post processing technique.. but I need to show off the PP before people will want to!,neutral, need people shoot work new post process technique need show pp people want 
 NICE! Got any that are indexed that you want to unload?  I need a few.,positive, nice get index want unload need 
Stupid MSN It wont let me onnnn,negative,stupid msn wont let onnnn
 haha it`s great. but i slept horribly last night.,neutral, haha ` great sleep horribly last night
 if mom gets paid...,neutral, mom get pay
Hydro drive abandoned after three miles,neutral,hydro drive abandon three miles
"What to do this weekend, what to do. Don`t think I`ll be making it to Michigan for The Wonder Years.",neutral, weekend ` think ` make michigan wonder years
It`s my birthday today  Running the mile tomorrow ughh. But then choir concert,neutral,` birthday today run mile tomorrow ughh choir concert
directing a theatre play,neutral,direct theatre play
" http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",neutral, http//7917044101/bumaro/ temporary address work either m8 must something domain
"Went to see Priscilla Ahn last night, was amazin! so were the bands before her actually",positive,go see priscilla ahn last night amazin band actually
 i hear you.. it pisses me off haha,negative, hear piss haha
 Flew home from London to NI to catch up with the family and caption a show ... Everyone went to bed early and left me!!,neutral, fly home london ni catch family caption show everyone go bed early leave 
big sis moved out 2day  its gna b weird without her! X,negative,big sis move 2day gna b weird without x
" specifically, like these  http://i36.tinypic.com/mwz6uo.jpg (also i adore this outfit http://tinyurl.com/q63obq yum)",neutral, specifically like http//i36tinypiccom/mwz6uojpg (also adore outfit http//tinyurlcom/q63obq yum)
 that is so lovely,positive, lovely
"_hall no  i was gutted when he wasn`t. lmao. i think i`m obsessed with him, bahaha.",positive,_hall gutted ` lmao think ` obsess bahaha
Working.  I can`t wait till 4:30. Funeral on monday.,negative,work ` wait till 430 funeral monday
I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s  boooooo,neutral, dj prom ` freethere prob gonna dj ` stick 80` boooooo
ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn`t bring an umbrella today.,positive,ree-heally hop rain stop time get metro courthouse ` bring umbrella today
" You too, Rus!",neutral, rus
" Thought you should mention that you don`t need to enable Growl in Tweetie to make your plugin work, and to avoid duped notifications",neutral, think mention ` need enable growl tweetie make plugin work avoid dupe notifications
This is getting on my nerves. I cant change my pic,negative, get nerve cant change pic
"11.40 AM. I don`t wanna wake up. Shoo, roommate, shoo.",neutral,1140 ` wanna wake shoo roommate shoo
 I`m good.,positive, ` good
Just saw a fox!  as i was getting on the freeway... I hope it goes home,positive, saw fox get freeway hope go home
 I got it,neutral, get 
 WHAT! That`s a sin!,negative, ` sin
 YES. i am thinking of staying in the office until it`s slightly less RIDICULOUSLY HOT,negative, yes think stay office ` slightly less ridiculously hot
Finally going to bed! Woo-Hoo! Gotta work at 5am! Lots of love to all!,positive,finally go bed woo-hoo gotta work 5am lot love 
"_Kookie girl,rain is my song forrealll!!!",neutral,_kookie girlrain song forrealll
 I have an interview on tuesday so things are turning around I think!! yay! so dont worry!  And Japsicans are a rare breed. ;),positive, interview tuesday things turn around think yay dont worry japsicans rare breed )
Checked the bank acct this mornin..got a lil sad..then decided I would imagine a 0 on the end just to make me smile.  #whateverworks,neutral,check bank acct morningot lil sadthen decide would imagine 0 end make smile #whateverworks
 back to the lovely land of the north,positive, back lovely land north
 My pleasure and sorry to hear about the pollen thing,neutral, pleasure sorry hear pollen thing
im really sleepy and i want to go to bed...but its upstairs and its a mess and i know im gonna have to clean it  nooooo,negative,im really sleepy want go bedbut upstairs mess know im gonna clean nooooo
I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,negative, hate stinkin tire everyday ` hard get upi think suppose start get energy back 
finally seventeen,neutral,finally seventeen
It`s gonna suck being the only sober one tonight,negative,` gonna suck sober one tonight
_ I got 71! That`s more than I`m following... I feel special now,positive,_ get 71 ` ` follow feel special 
 Thats on Fox isnt it? Never watched it,neutral, thats fox isnt never watch 
Actually I`m really missing Fabian  Which is pretty sad since i talked to him like... 2 hours ago! Gosh time flies when you miss someone.,negative,actually ` really miss fabian pretty sad since talk like 2 hours ago gosh time fly miss someone
Just got Dailybooth and not sure what to do. It`s confusing!,negative, get dailybooth sure ` confuse
"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just **** obnoxious imo.",positive,oh man see bgt news cool love greg dance weepy kid **** obnoxious imo
YEHEY SUMMER!!  so exciteeeddd.. balme it on the a-a-a-a-a-alcohol.,positive,yehey summer exciteeeddd balme -----alcohol
Nobody ever ` s   makes me sad,neutral,nobody ever ` make sad
 kwl... nm this msn nd homework... but i went 2 c hanna montana hte movie yesterday **** happy mayday btw ****,positive, kwl nm msn nd homework go 2 c hanna montana hte movie yesterday **** happy mayday btw ****
I hope amy is okai,positive, hope amy okai
hey Dasit thanks for the message,positive,hey dasit thank message
 it`s my evening.,neutral, ` even
"_Jamie How are ya, honey? What happend to  account  ?",neutral,_jamie ya honey happend account 
"Hope I`m not coming down with piggy flu, eyes red. Neck no longer holds up heavy head. Time for sleep.  Sogni D`oro all!",negative,hope ` come piggy flu eye red neck longer hold heavy head time sleep sogni `oro 
Baby just left  gonna get ready (again) and I`m leavin`  Chilis = Full -_-,neutral,baby leave gonna get ready () ` leavin` chilis = full -_-
"http://twitpic.com/67jq9 - i`m really missing this place  my grandparents are living there, on the calm country! but im coming to them ...",negative,http//twitpiccom/67jq9 - ` really miss place grandparents live calm country im come 
_in_love aww me too!!!  we miss you.,positive,_in_love aww miss 
"Full Time in tonight`s game, Ashington 0 - 5 Whitley Bay",neutral,full time tonight` game ashington 0 - 5 whitley bay
"greek season two, i love this show.",positive,greek season two love show
ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,negative,ahh im get really tire ej isnt yet im might go sleep without talk 
"#bigfanfriday 2day, & i go & friggin loose 1, life sucks!!",negative,#bigfanfriday 2day & go & friggin loose 1 life suck
ughhh studying for finals i wish i could go to prom,positive,ughhh study finals wish could go prom
watching Justin Timberlake on SNL,neutral,watch justin timberlake snl
mothers day drama was awesome!,positive,mother day drama awesome
"  thats it, rub it in that ur seeing morrissey! il just go and cry in the corner  x",negative, thats rub ur see morrissey il go cry corner x
Placed a $2 bet on a sure thing and lost.  no more betting for me!,negative,place $2 bet sure thing lose bet 
if you are a cute guy add/follow me  i`ll do the same,neutral, cute guy add/follow ` 
"yay for nice weather, boo for cici not being here this weekend",negative,yay nice weather boo cici weekend
 oh too bad! I hope it gets better. I`ve been having sleep issues lately too,neutral, oh bad hope get better ` sleep issue lately 
 anytime  that`s what Im here for *giggles*,positive, anytime ` im *giggles*
wants to smoke a cig but doesn`t have a lighter.,neutral,want smoke cig ` lighter
someone broke into my car big time = having a really bad day,negative,someone break car big time = really bad day
I want to go to Universal too!,neutral, want go universal 
 thanks! we want to continue to improve our process for the benefit of customers - things like this just take time,neutral, thank want continue improve process benefit customers - things like take time
I don`t seem to have any photos of me and my Grandma together for tomorrow. It is heart breaking,negative, ` seem photos grandma together tomorrow heart break
 she said no not to nite  x,neutral, say nite x
" I`m a laid back person for the most part, Vinny is the opposite.  Guess we compliment each other  it will all work out! How r u?",neutral, ` lay back person part vinny opposite guess compliment work r u
Oh no it`s storming... gotta get off the computer.,negative,oh ` storm gotta get computer
"plan may changes , nooooooo",negative,plan may change nooooooo
 d`aaaaawhh you`re so cute,positive, `aaaaawhh ` cute
" snitchsneeker photos were cool -but, dang, what`s up with all the comments about your chest hair - that`s just creepy",neutral, snitchsneeker photos cool - dang ` comment chest hair - ` creepy
just starting my day...a long Friday,negative, start daya long friday
"loves summer! and don`t forget people, tomorrow is mother`s day!",positive,love summer ` forget people tomorrow mother` day
" Amadeus is the best Mozart movie. I got kicked out of high school chorus, missed a trip to Hawaii.",neutral, amadeus best mozart movie get kick high school chorus miss trip hawaii
 thank you for reading Ohlala,positive, thank read ohlala
